,0
udstilling,4
udstod,4
udstrak,15
udstrål,4
udstråled,2
udstråling,4
udstrækning,6
udstyr,157
udstyred,3
udstyrsstyk,2
udstå,6
udståling,2
udstød,23
udsugning,1
udsult,12
udsultededreng,1
udsving,16
udsyn,1
udså,1
udsædvan,2
udsæt,98
udsættedonald,3
udsøg,1
udtag,156
udtagn,3
udtagning,3
udtal,284
udtalerand,1
udtalersocialpædagog,1
udtalervagn,1
udtalt,113
udtaltefn,1
udtog,2
udtrapning,1
udtruk,3
udtryk,394
udtryksform,2
udtryksfuld,2
udtryksløs,1
udtråd,1
udtræd,3
udtræk,12
udtænk,4
udtøm,2
udtømt,15
udtør,1
udu,3
udvalg,169
udvalgetudtalt,2
udvalgsformænd,1
udvalgsspørgsmål,6
udvalgssvar,1
udvand,2
udvandr,1
udvandred,2
udvej,27
udveksl,18
udveksled,4
udveksling,8
udvekslingsstud,1
udvend,5
udvid,196
udvided,10
udvikl,423
udvikled,79
udvikledeham,16
udviklero,2
udvikling,326
udviklingsbistand,6
udviklingsbistandsmidl,1
udviklingsbureau,2
udviklingscamp,2
udviklingschef,2
udviklingsdirektør,1
udviklingshold,2
udviklingshospital,4
udviklingshæm,2
udviklingshæmmed,19
udviklingshæmmedefra,1
udviklingshæmning,2
udviklingsland,2
udviklingsminist,3
udviklingsministeriet,1
udviklingsmål,2
udviklingsplan,3
udviklingspsykologi,2
udviklingssamarbejd,1
udviklingsselskab,2
udviklingsstadi,2
udviklingsstrategi,10
udviklingssygeplejersk,3
udviklingstrin,2
udviklingsvansk,2
udvilkling,2
udvis,60
udvisk,1
udvisning,10
udvisningssag,4
udvist,49
udvund,1
udvælg,8
udvælgelsesproc,2
udånded,8
udånding,2
udåndingsluft,1
udød,5
udødeliggjort,2
udøv,21
uefa,9
uegn,6
uegned,4
ueland,2
uen,140
uend,21
uenighed,3
uensart,1
uerfar,2
uerfarn,7
uerstat,1
uetisk,8
uf,2
ufa,2
ufaglært,77
ufar,11
ufat,34
ufejlbar,1
uff,34
ufleksibelt,3
ufleksibl,3
ufo,9
ufolk,1
uforandr,2
uforandred,2
uforbehold,2
uforbered,12
uforen,6
uforfærd,1
uforglem,2
uforholdsmæs,3
uforklar,18
uforløs,3
uformel,6
uformeltog,1
uforp,4
uforret,3
uforsig,2
uforskam,5
uforstå,26
uforsvar,11
ufortrødent,1
uforuds,2
uforudset,4
uforudsig,19
uforvar,3
ufravig,1
ufremkom,5
ufrivil,138
ufrvil,2
ufuldstænd,3
ufærd,3
ufød,28
ufør,1
ug,1
ugand,2
uganda,41
ugandisk,1
uge,1061
ugeblad,22
ugeblev,2
ugebrev,54
ugegaml,2
ugekun,1
ugekuvert,1
ugen,358
ugent,37
ugeopgav,49
ugeopgavenog,1
uger,1076
ugerblev,2
ugerekstra,3
ugerløs,2
ugern,53
ugerning,3
ugersald,6
ugersanstreng,3
uges,71
ugeskrift,13
ugevis,19
uggla,4
ugift,3
ugl,14
ugmujnph,1
ugyld,3
uh,2
uha,3
uhandy,2
uharmonisk,2
uhel,1
uhelbred,44
uheld,144
uheldbred,2
uheldigvis,3
uhensigtsmæs,26
uhh,4
uhindr,7
uhjælp,1
uholdbar,10
uholdbart,10
uhomog,2
uhr,6
uhrenholt,3
uht,6
uhumsk,4
uhuru,2
uhyg,43
uhygiejnisk,10
uhyr,28
uhyyyg,1
uhåndgrib,2
uhåndterbars,2
uhæder,2
uhøf,5
uhørt,12
uidentific,5
uigenkend,5
uigennemtænk,11
uighur,1
uimodsag,1
uimpon,1
uindvied,1
uintelligent,2
uit,2
ujauhnv,2
ujævnt,2
uk,5
ukampdyg,1
ukarakteristisk,2
ukend,106
ukendtadvarselslamp,1
ukendttv,2
uklar,15
uklart,32
uklog,1
ukomplic,17
ukonkret,1
ukontrol,9
ukontrollabelt,2
ukorrek,1
ukrain,128
ukrainsk,55
ukrainskfød,2
ukritisk,4
ukrudtsmidl,2
uku,4
ukvalific,2
ukynd,2
uland,2
ulandsbistand,1
uld,6
uldent,1
uldhu,3
uldtot,2
uledsag,4
uledsaged,2
ulej,1
ulekleiv,2
ulemp,20
ulf,9
ulfborg,1
ulid,15
ulig,36
uligeløn,17
uligevæg,2
ulighedsreform,1
ulighedsskab,1
uljanovsk,12
ulla,180
ullerup,2
ullevål,6
ullum,15
ulm,2
ulmed,2
ulogisk,5
ulogiskat,2
ulov,140
ulrich,8
ulrichs,9
ulrik,57
ulrikka,4
ulrikshukom,2
ulstrup,1
ultimat,4
ultimativ,30
ultimativt,14
ultimatum,5
ultra,4
ultrahem,2
ultralyd,1
ultralydscan,2
ultralydsklinik,2
ultralydsscanning,1
ultralydssignal,2
ultralydsskanning,9
ultraløb,8
ultranationalist,2
ultranationalistisk,2
ultraortodoks,6
ultraradikal,2
ulv,6
ulvedal,6
ulyk,316
ulykkesdag,1
ulykkesforsikring,2
ulykkesmekanism,2
ulykkessted,15
ulyksa,3
ulæk,12
ulækkert,4
ulækr,1
uløn,1
ulønned,3
uløs,6
uløst,6
um,3
uma,1
umag,22
umandal,1
umandalvar,1
umberto,1
umennesk,24
umenneskeliggør,2
umeå,2
umiddebar,2
umiddelbar,15
umiddelbart,216
umm,1
umod,1
umoden,1
umoralsk,1
umotiv,9
ums,1
umu,132
umuliggjord,1
umuliggør,6
umåd,8
umærk,1
umæt,6
un,10
una,2
unacceptabl,2
unaid,1
unatur,3
unavngiv,6
unchr,2
unconditional,2
und,2649
undac,1
unddrag,3
underafkøling,2
underalverd,1
underand,5
underans,1
underarm,10
underarmnat,2
underbemand,4
underbemanded,1
underbemanding,30
underben,2
underbetaling,1
underbevidst,8
underbevist,1
underbid,3
underbo,1
underbuks,10
underbukserspred,1
underbuksevideoensom,2
underbyg,4
undercov,4
undercoverpatient,12
underdayna,1
underdiagnostic,2
underdirektør,9
underdirektørjan,2
underdriv,7
underemn,1
underernær,3
underernæring,7
underestimat,1
underetag,2
underfinansi,6
underfinansiering,3
undergang,1
undergangsstemning,2
undergik,1
undergrav,9
undergraviditet,1
undergrund,5
undergrundsban,3
undergrundsundersøg,1
undergrup,1
undergår,1
underhold,8
underholdning,10
underholdningsformat,1
underholdningsjournalist,1
underholdningsmedi,1
underholdningsprogram,2
underholdningssc,2
underholdningsshows,1
underhud,1
underhus,6
underjordisk,4
underk,5
underkast,5
underkend,5
underkrop,2
underlag,48
underlig,6
underliv,26
underlivsbetænd,6
underlogo,1
underlæg,4
underlægningsmusik,2
underløb,5
undermin,12
underminering,1
undermund,3
undernorm,1
underområd,1
underordn,5
underordned,3
underpriorit,4
underpunk,3
underpå,3
underrapportering,2
underreag,1
underret,18
underretning,14
underretningfra,1
underretted,3
underskiftsindsamling,2
underskrev,32
underskrevprotestbrev,2
underskrift,20
underskriftsindsamling,7
underskriftsindsamlinghar,1
underskriv,22
underskud,8
underslæb,3
underspil,3
underspilled,2
underspisepaus,2
understeg,1
understreg,432
understreged,50
understrøm,2
understøt,46
undersærdel,1
undersøg,1477
undersøgeal,6
undersøgeg,1
undersøgelsefracent,1
undersøgelseskommission,12
undersøgelsesled,3
undersøgelseslederrasmus,2
undersøgelseslokal,3
undersøgelsesproces,2
undersøgelsesrum,2
undersøgelsesrund,4
undersøgelsesstu,2
undersøgeved,1
undersøgt,1
undersøgteham,2
undertal,11
undertegned,3
underton,2
undertryk,29
undertrykkelseaf,1
undertrøj,3
undertyp,2
undertøj,11
underudvikl,2
underudvikled,4
undervandskamera,1
undervej,164
undervejsbesøg,1
underverd,2
undervis,85
undervisergrup,1
undervisning,96
undervisningsansvar,2
undervisningsassistent,2
undervisningsform,2
undervisningslokal,5
undervisningsmaterial,3
undervisningsmiljø,4
undervisningsminist,13
undervisningsministeri,21
undervisningsområd,4
undervisningsordfør,6
undervisningsp,5
undervisningsplan,1
undervisningsprojek,2
undervisningstab,4
undervisningstakst,2
undervisningstilskud,10
undervisningstim,7
undervisningsudgift,2
undervist,20
undervisti,1
undervurd,13
undervæg,8
underwood,1
undfang,5
undfanged,2
undgdomskonkurrenc,3
undgik,8
undgå,368
undgår,62
undgåunødvend,1
undlad,44
undlod,21
undr,117
undred,27
undredejanni,1
undring,3
unds,3
undskyld,109
undskyldning,46
undslip,6
undslup,1
undslå,2
undsætning,11
undsætte,1
undt,2
undtag,124
undtagelsestilstand,18
undtagelsestistand,1
undtagelsesvis,1
undtagelsesvist,8
undulatus,1
undv,2
undvegn,2
undvær,38
unefpa,1
unesco,4
unexpected,3
unfair,6
unfinis,1
ung,1256
ungarn,13
ungarsk,1
ungat,2
ungdom,43
ungdomsarbejdsløs,6
ungdomsarbejdsløshedsproblem,1
ungdomsbo,2
ungdomserindring,3
ungdomsfilm,1
ungdomsfængsel,2
ungdomsfængsl,2
ungdomsgeneration,2
ungdomshus,1
ungdomsklub,1
ungdomskærest,4
ungdomslandshold,2
ungdomsmiljø,2
ungdomsmisbrug,1
ungdomsoprør,1
ungdomsorganisation,4
ungdomsparti,2
ungdomspsykiat,1
ungdomspsykiatri,1
ungdomspsykiatrisk,2
ungdomspædagog,4
ungdomsseri,1
ungdomsspil,4
ungdomstandplej,2
ungdomstro,1
ungdomstræn,8
ungdomstæn,2
ungdomsuddan,45
ungdomsvær,1
ungdomsår,10
ungdomsårgang,7
ungdomtræn,2
ungeafdeling,7
ungehar,2
ungehospic,4
ungehospital,2
ungeklinik,3
ungeprogressiv,1
ungepsykiatri,3
ungepsykiatrisk,2
ungersvend,2
ungeudvalg,4
ungeyd,1
ungkarl,1
ungmand,1
ungt,4
ungureanu,1
uni,1
unicef,23
unicersity,1
unicod,4
uniform,66
uniformenblev,2
uniformergæld,2
uniformsetiket,2
unik,51
unilateral,2
union,10
united,4
univ,2
univers,8
universel,2
universelt,1
universi,2
universietshospital,1
universit,516
universiteit,1
universitet,145
universitetan,1
universitetcarolin,3
universitetchristian,2
universitetkjeld,1
universitetsansat,3
universitetsavis,2
universitetsbo,1
universitetsby,2
universitetscent,1
universitetsforsk,1
universitetsfællesskab,1
universitetsgrad,5
universitetshospital,467
universitetshospitalhar,1
universitetshospitalopleved,1
universitetshospitalsfacebook,1
universitetshospitalt,2
universitetshosptal,1
universitetshotel,2
universitetslinj,3
universitetsplads,2
universitetsprofessor,86
universitetssjukhus,1
universitetsspecial,2
universitetsstud,3
universitetssygehus,5
universitetssykehus,4
universitetsuddan,10
universitetsuddannelsei,2
universitetsundervis,27
universitettirsdag,2
university,87
universo,2
unodc,2
unog,4
unormal,5
unormalt,19
unruh,16
unsing,1
untreated,3
unwpqzqs,1
unyt,2
unæg,5
unød,49
unødvend,62
unøjag,2
uofficiel,4
uokrplhga,1
uomgæng,5
uopdag,2
uopdaged,2
uopdragent,2
uopfordr,3
uopfordred,1
uophør,1
uopklar,3
uoplag,1
uoplyst,1
uopmærksom,2
uopnå,4
uopret,9
uopsæt,7
uord,2
uordent,2
uortodoks,2
uoverensstem,5
uoverkom,2
uoversku,32
uovertruf,2
uovervej,2
uovervejed,1
uovervind,6
uovervåg,3
up,80
upas,15
updat,2
uperfek,4
upernavik,6
upi,2
uplanlag,2
upload,10
uploaded,2
upopulær,7
upopulærpå,1
upopulært,2
upp,7
upprpquv,1
uppsala,6
upraktisk,1
uproblematisk,2
uproduktivt,2
uprofessionel,4
uprofessionelt,1
uproportional,2
uprovok,1
upræcist,1
uprøv,1
uprøved,1
ups,5
upshaw,2
upåag,2
upåvirked,1
ur,15
urafstemning,6
ural,2
uran,1
uransag,3
ure,2
urealistisk,40
uregelmæs,14
uregistr,1
uregul,1
urensed,2
uret,24
uretfærd,41
uretfærdighedsføl,2
uretmæs,1
ureña,4
urgent,2
uri,87
urib,3
urig,1
urim,89
urimelighøj,1
urin,63
urinenskal,1
urinkatet,1
urinkolb,4
urinled,1
urinprøv,13
urinrør,7
urinvej,3
urinvejskirurgi,3
urinvejskirurgisk,2
urinvejssygdom,3
uris,9
urkraft,2
urmennesk,2
uro,106
urohærged,1
urok,2
urolighed,9
uroligterminalpatient,1
urolog,3
urologi,2
urologisk,11
uromag,1
uroplaged,2
uropoliti,1
uroskab,2
urostift,2
urquiza,15
ursula,5
urt,2
urtepil,2
uruguay,2
urutin,2
uråd,5
urør,1
urørt,6
us,2
usa,837
usag,3
usammenhæng,5
usammenlign,2
usand,18
usandsyn,41
usb,1
usd,4
usdp,2
use,3
uselvisk,5
user,3
useriøs,5
useriøstog,2
uset,11
usik,26
usikker,84
usikkert,34
usikr,49
using,3
uskad,11
uskadeliggjort,1
uskadeliggør,2
uskarp,1
uskik,4
uskrevn,2
uskyld,62
uskøn,2
usmitted,9
usn,7
usoign,2
uspis,1
uspol,2
usselt,2
ustabil,8
ustop,1
ustyr,4
usula,1
usund,16
usvig,1
usympatisk,3
usyn,14
usystematisk,2
usædvan,111
usød,1
usøm,1
ut,5
utah,56
utal,78
utdanningsdirektorat,1
uth,6
uthkdbylc,2
utid,6
utilbør,1
utilfred,16
utilfreds,143
utilfredsstil,5
utilgiv,1
utilgæng,1
utilpa,15
utilpas,3
utilregn,4
utils,20
utilsigted,42
utilsted,8
utilstræk,24
utilstrækkelighedovenpå,1
utopisk,3
utraditionel,1
utro,220
utroligked,2
utroligttaknem,1
utroligven,1
utroskab,7
utroværd,5
utroværdighedsskala,1
utryg,137
utræned,3
utræt,7
utrøst,3
utterslev,2
utvetyd,5
utvivlsomt,4
utyd,8
utålmod,14
utænk,25
utæt,13
utøya,2
uuddanned,2
uudhold,9
uudnyt,4
uundgå,20
uundvær,9
uv,1
uvaccin,13
uvant,32
uvedkom,11
uvejr,17
uvejsomt,1
uven,4
uvent,67
uvented,8
uventetopringning,2
uvid,13
uviden,8
uvidenskab,1
uvil,2
uvild,25
uvilj,3
uvirk,20
uvirksom,2
uvis,60
uvist,62
uvurder,3
uvæger,3
uværd,37
uvæs,1
uvæsent,2
uwe,1
uzan,7
uznxkrk,3
uåbn,2
uændr,20
uændred,1
uær,69
uønsk,11
uønsked,6
vabl,2
vacccin,1
vaccin,1411
vaccination,177
vaccinationcentr,2
vaccinationsanbefaling,1
vaccinationsarbejd,1
vaccinationsbeskyt,2
vaccinationscent,23
vaccinationscentr,32
vaccinationsdækning,1
vaccinationsforum,1
vaccinationshjælp,3
vaccinationsindsat,12
vaccinationsindsats,12
vaccinationskalend,1
vaccinationskampagn,1
vaccinationskapacit,6
vaccinationskapacitet,2
vaccinationsklinik,1
vaccinationskursus,2
vaccinationskø,1
vaccinationslokal,2
vaccinationsmulighed,1
vaccinationsp,1
vaccinationspa,3
vaccinationsplan,5
vaccinationsproces,1
vaccinationsprogram,19
vaccinationsrapport,1
vaccinationsrat,4
vaccinationsservic,1
vaccinationsskad,1
vaccinationssted,12
vaccinationsstik,1
vaccinationssystem,1
vaccinationstal,1
vaccinationstid,4
vaccinationstilbud,2
vaccinationsudrulning,2
vaccinatør,43
vaccinatørjob,4
vaccineafdeling,1
vaccineampul,2
vaccinebeholdning,1
vaccinecent,2
vaccinecentr,8
vaccinechef,1
vaccinedanmark,2
vaccinedebat,1
vaccinedesign,4
vaccinedos,19
vaccinedosis,2
vaccinedækning,1
vaccineekspert,4
vaccinefabrik,1
vaccineforskrækked,2
vaccineforsyning,1
vaccinefryg,1
vaccineindsat,1
vaccineindsats,7
vaccineinstitut,1
vaccinekalend,1
vaccinekandidat,1
vaccinekapacit,2
vaccinekas,2
vaccinekritisk,4
vaccinekø,11
vaccineleverandør,3
vaccinemarked,1
vaccinemodstand,41
vaccinemu,1
vaccinen,1
vaccinenpå,1
vaccineoverdos,1
vaccinep,3
vaccinepa,1
vaccineplan,4
vaccineproces,1
vaccineproducent,1
vaccineprogram,3
vaccineregistrant,1
vaccineresistent,2
vaccinering,6
vaccinesending,2
vaccinesikker,3
vaccineskad,6
vaccineskepsis,2
vaccineskeptik,19
vaccineskeptisk,3
vaccinespørgsmål,1
vaccinested,1
vaccinestik,21
vaccinestrategi,2
vaccinetid,6
vaccinetilbud,2
vaccinetilhæng,4
vaccinetilslutning,6
vaccineudbyd,3
vaccineuddeling,1
vaccineudrulning,6
vaccineundv,1
vaccinevift,1
vaccinevil,1
vad,19
vaded,2
vadstrupvej,1
vadum,4
vaffel,1
vag,5
vagina,10
vagn,14
vagt,309
vagtbelasted,1
vagtbelastning,2
vagtbemanding,2
vagtberedskab,1
vagtbyt,2
vagtcentral,9
vagtcentralled,2
vagtchef,30
vagtfolk,1
vagtfunktion,1
vagthav,7
vagthold,2
vagthund,2
vagtlist,2
vagtlæg,84
vagtlægefunktion,2
vagtlægenum,2
vagtlægeordning,14
vagtlægesystem,1
vagtlægetelefon,1
vagtmand,2
vagtordning,2
vagtplan,43
vagtplanlægning,4
vagtplansproblem,1
vagtpost,1
vagtring,1
vagtsat,3
vagtservic,2
vagtskema,9
vagtskift,2
vagttelefon,5
vagttlf,1
vagttung,1
vajerbag,1
vajiralongkorn,6
vak,2
vakl,2
vakled,4
vaks,1
vakt,57
vakteharm,2
val,3
valbuena,1
valby,111
valdano,2
valdemar,5
valdorf,1
valencia,10
valentin,15
valentina,2
valentino,2
valentinsdag,5
valeur,6
valfart,4
valg,1316
valgbar,2
valgdag,10
valgdeltag,8
valgduel,2
valgfag,3
valgfastlog,1
valgfeb,2
valgfolkemød,1
valgforbund,2
valgforsk,8
valgfri,1
valgkamp,100
valgkampagn,10
valgklok,2
valgkommission,1
valgkred,3
valgkreds,2
valglokal,2
valglov,1
valgløft,13
valgmu,6
valgmulighederfremfor,1
valgmød,7
valgnat,1
valgnederlag,5
valgobservation,1
valgperiod,17
valgplakat,2
valgprogram,1
valgresultat,13
valgretorik,1
valgrund,2
valgsejr,2
valgsted,6
valgstunt,1
valgsvindel,10
valgsystem,5
valgtal,2
valgtat,2
valgtederfor,2
valgtehan,1
valgtetrin,2
valgtgenoptræning,2
valgudskriv,2
valgurn,3
valgvideo,1
valgår,6
valgårsnytårstal,1
valid,13
validit,2
valladolid,3
vallanc,5
vallensbæk,15
vallentin,2
vallentuna,1
valley,8
vallø,6
valmalenco,1
valorisation,2
vals,2
valsamidis,17
valsed,2
valuarvurdering,1
valuta,3
valutafond,1
vamdrup,4
vammelt,2
vampyr,1
vampyrdyrk,1
vampyrseri,1
van,44
vand,629
vandbalanc,1
vandcyst,2
vanddamp,1
vanddriv,4
vanddunk,2
vanddybd,4
vanded,2
vandel,1
vandenbosch,1
vandetog,1
vandettil,2
vandfald,1
vandfast,1
vandflask,1
vandforsyning,2
vandhan,2
vandhold,1
vandindholdethøjt,2
vandingeniør,1
vandkamp,2
vandkanon,7
vandkant,7
vandkarafel,2
vandkraftenergi,1
vandkvalit,1
vandkvalitet,1
vandladning,14
vandladningsproblem,4
vandmas,1
vandmelon,1
vandmelonsmil,3
vandmiljø,1
vandmæng,1
vandned,1
vandniveau,3
vandoverflad,3
vandpibecafé,1
vandpost,2
vandprøv,1
vandr,27
vandred,5
vandrehjem,2
vandrestøvl,4
vandrør,6
vandsalamand,2
vandscoot,7
vandscooteri,1
vandsid,2
vandski,5
vandsportsmiljø,4
vandstand,9
vandstigning,1
vandtank,1
vandtankvogn,3
vandtryk,3
vandtselvstændighedsbevæg,2
vandtumor,12
vandtæt,9
vandvarm,1
vanedan,1
vanessa,4
vang,11
vanguardia,1
vank,1
vanked,1
vanløs,6
vanløsesom,2
vanopslagh,6
vansir,4
vansk,119
vanskeligeforhandling,2
vanskeliggør,1
vant,133
vanterfra,1
vantro,4
vanvid,13
vanvidsbilist,1
vanvidskørsel,4
vanvidsræs,2
vanvidssejlads,1
vanvit,78
vanvittigoplev,2
var,17
varafgå,1
varandrew,2
varbar,4
varbevidstløs,2
varbørn,2
vard,17
vardanmark,3
vardonald,2
vardybt,2
vardø,2
vardød,1
varebil,1
vared,50
varedeklaration,1
vareft,2
varegent,2
varegrup,1
varehus,5
varehuschef,1
vareleveranc,4
varetag,88
varetagerjob,1
varetog,4
varetransport,1
varetæg,11
varetægtsfængsl,76
varetægtsfængsled,4
varetægtsfængsling,18
varetægtsfængslingennægted,2
varetægtssurrogat,1
varevogn,5
varfalsk,1
varfem,4
varførst,1
varførsti,2
vargravid,2
vargå,1
vargæst,2
varh,3
varham,1
varhan,2
varhelt,6
varhomoseksuel,1
vari,35
variabl,1
variant,94
variation,19
varik,4
vario,1
variolavirus,2
various,1
varjournalistenfra,2
varked,2
varkræft,1
varkun,1
varlang,4
varm,233
varmeanlæg,2
varmeapparat,3
varmebølg,4
varmecheck,21
varmed,4
varmeg,2
varmehjælp,11
varmekas,6
varmepak,1
varmepris,3
varmeproblem,1
varmepump,2
varmeregning,9
varmeregul,1
varmereguleringsæt,1
varmerør,4
varmerørene,2
varmest,9
varmestu,10
varmestyringsanlæg,2
varmetæp,1
varmeudgift,1
varmt,75
varmtvandsbassin,1
varnæs,1
varprocentkvind,2
varprogramchef,2
varrøg,2
varsandsynligvis,1
varsel,32
varselstegn,2
varsidst,1
varsk,1
varsl,157
varsled,44
varsling,2
varsom,6
varstå,2
varsug,2
varsygeplejersk,1
varså,2
vartegn,2
vartil,1
vartilsynelad,2
vartotalt,1
varved,2
vas,5
vasby,1
vaseform,1
vasilyevva,1
vask,98
vasked,10
vaskefacilitet,3
vaskemaskin,8
vaskemidl,2
vaskerilokal,2
vasketip,1
vasketøj,4
vasketøjskurve,2
vaskeæg,5
vaskulær,2
vasopressin,2
vasovagal,3
vasquez,8
vasyliv,4
vat,3
vatikan,2
vatpind,19
vatrondel,4
vatted,1
vattæp,2
vaughn,2
vax,2
vaxxed,2
vaxxt,2
ve,18
vecino,2
ved,7445
vedallergi,2
vedblev,3
vedbørneafdeling,2
vedel,3
vedersø,8
vedf,1
vedgå,2
vedhold,3
vedholden,2
vedhæfted,2
vedhæng,1
vedik,2
vedkend,5
vedkom,155
vedkommendebliv,1
vedkommned,1
vedlag,2
vedligehold,10
vedligeholdelsesbehandling,2
vedligeholdelsesdosis,3
vedmøn,1
vedoverenskomstforhandling,2
vedph,1
vedrop,2
vedrør,32
vedsan,2
vedsted,2
vedsygdom,12
vedtag,102
vedtham,3
vedtog,26
vedtæg,1
vedvar,22
vedved,1
veelenturf,2
veer,19
veern,12
vega,11
vegansk,1
vegasprimærvalg,27
vegetar,4
vegetativ,4
vegn,129
vehicl,1
vej,1210
vejarbejd,3
vejban,6
vejby,2
vejdirektorat,1
vejed,38
vejede,1
vejeufremkom,1
vejgaard,13
vejhjælp,1
vejkant,7
vejl,74
vejland,1
vejlbygad,1
vejlebrovej,1
vejled,24
vejledning,89
vejlegård,2
vejlei,1
vejnet,1
vejning,4
vejr,317
vejrballon,2
vejrforhold,6
vejrfænomen,3
vejrhistori,2
vejrmæs,1
vejrny,1
vejrskift,1
vejrsystem,3
vejrtrækning,65
vejrtrækningsbesvær,5
vejrtrækningshandicap,2
vejrtrækningsmetod,3
vejrtrækningsproblem,30
vejrtrækningsøv,1
vejruds,10
vejrvarsl,2
vejrvært,4
vejskilt,1
vejtilelvis,2
vejtrækning,3
vejtrækningsproblem,1
vekselkurs,2
veksl,12
veksled,3
vel,159
vela,6
velafvikl,1
velasquez,9
velazquez,1
velbefind,7
velbegav,1
velbegrund,2
velbegrunded,8
velbehandled,2
velbemidled,1
velbeskrev,2
velbeskrevn,1
velbetalt,2
veldokument,11
velernær,3
veletabl,2
velfem,1
velferdsdirektorat,2
velforbered,10
velformed,1
velfortjent,6
velfung,33
velfærd,152
velfærdsallianc,1
velfærdsbyrd,2
velfærdsfag,3
velfærdsflertal,1
velfærdsforbedring,2
velfærdsforsk,2
velfærdshistori,2
velfærdsinstitution,3
velfærdskontrak,2
velfærdslov,23
velfærdsløft,6
velfærdsmodel,1
velfærdsmæs,1
velfærdsområd,10
velfærdspulj,1
velfærdssamfund,90
velfærdssektor,3
velfærdsstat,20
velfærdsstud,4
velfærdssystem,4
velfærdstab,1
velfærdsuddan,73
velfærdsuddannelsesplads,8
velfærdsudspil,7
velfærdsunderskud,1
velfærdsyd,4
velfærdsøkonomi,3
velfærduddan,1
velgå,11
velgør,5
velgøren,8
velgørenhedsarbejd,1
velgørenhedsarrangement,2
velgørenhedsfond,1
velgørenhedskoncert,2
velgørenhedsorganisation,2
velhav,22
velhaverkvart,3
velhaverområd,1
velinform,1
velintegr,1
velkend,26
velkom,89
velkomment,5
velkomn,13
velkomst,2
velkomsttal,2
velkoordin,1
velkvalific,1
vellid,13
vellyk,10
vellykked,2
velmagtsdag,1
velmen,6
velment,2
velmodtag,1
veloplag,6
velorganis,1
veloverstå,4
velovervej,4
velpol,2
velpolstr,4
velpolstred,1
velrenom,5
vels,1
velsag,1
velsign,4
velskabt,6
velskrevn,3
velsmurt,1
velstand,26
velstandsboost,1
velstileeft,1
velstilled,3
velstå,4
veltilfred,2
veltilpas,2
veltræn,4
veltræned,1
veltrænedemænd,2
veluddan,5
veluddanned,17
velunderbyg,1
velvid,9
velvil,2
velvilj,4
velvær,6
velværerum,4
vemb,1
ven,839
venblev,2
vend,639
vendel,4
vendepunk,19
venderhjem,1
vendespil,1
vending,13
vendsyssel,23
vendted,2
vendtejohn,1
vened,4
venekatet,10
venepump,2
veneto,9
veneuzelan,2
venezuela,38
venezuelansk,8
venflon,5
veng,6
vengog,2
venic,2
venind,301
venindeflok,1
venindegrup,2
venindeog,1
venindepar,1
veninderog,2
venizelou,1
venligbo,2
venneanmodning,2
vennebesøg,1
venneflok,2
vennegrup,8
vennekred,2
vennekreds,1
vennenforklar,3
vennepar,5
vennernebørn,1
vennesæl,1
vennetjenest,1
vennik,3
venniz,1
venskab,31
venstr,606
venstrefløj,7
venstrefløjag,2
venstrefløjsspil,1
venstrehånd,2
venstrekoalition,1
venstrelår,2
venstrelægmuskel,2
venstremand,2
venstremedlem,3
venstreordfør,1
venstreorient,12
venstreparti,2
venstreradikal,2
venstreregering,1
venstresdyrevelfærdsordfør,1
vent,798
vented,203
ventekø,1
ventelist,91
ventelokal,1
venteområd,6
venterfortsæt,2
venterforud,1
venterstad,1
venterum,9
ventesættetog,1
ventetid,260
ventetidgiv,2
ventetidkom,2
venteton,4
ventevær,78
ventil,19
ventilation,8
ventilationsanlæg,7
ventilationssystem,4
ventilator,3
ventoux,14
venø,2
ver,3
vera,3
veranda,2
verbal,20
verbalt,3
verbert,2
vercor,8
verd,1122
verden,16
verdenarbejd,1
verdenfor,3
verdenkom,1
verdenog,2
verdensarvslist,3
verdensbank,6
verdensbedst,2
verdensbefolkning,1
verdensbegiven,1
verdensberømt,21
verdensbilled,3
verdensdel,1
verdenshav,2
verdenshistori,1
verdenskend,6
verdensklas,9
verdenskort,2
verdenskr,67
verdensmest,26
verdensmesterskab,8
verdensmestr,3
verdensompænd,1
verdensomsejl,1
verdensomspænd,6
verdensorden,2
verdensorganisation,1
verdensplan,53
verdenspres,5
verdensranglist,1
verdensrekord,4
verdenssamfund,5
verdenssamfundetalnashabia,1
verdensscen,4
verdenssituation,1
verdensstj,1
verdensstjern,1
verdenssundhedsorganisation,62
verdensturné,4
verdensøkonomi,2
verdenvig,4
verdi,2
verdonflod,2
verds,1
veren,1
vereshchuk,3
vergnaud,1
verheij,1
verific,9
veritabl,2
vermehr,7
vermlandsgad,2
vermont,54
